 1.00000000e-09  4.99251123e-04 
 2.00000000e-09  9.97754492e-04 
 4.00000000e-09  1.99326796e-03 
 8.00000000e-09  3.97536207e-03 
 1.60000000e-08  7.90408538e-03 
 3.20000000e-08  1.56217751e-02 
 6.40000000e-08  3.05145044e-02 
 1.28000000e-07  5.82536337e-02 
 2.56000000e-07  1.06442778e-01 
 4.56000000e-07  1.65631619e-01 
 6.56000000e-07  2.09379892e-01 
 8.56000000e-07  2.41715572e-01 
 1.05600000e-06  2.65615858e-01 
 1.25600000e-06  2.83281286e-01 
 1.45600000e-06  2.96338342e-01 
 1.65600000e-06  3.05989209e-01 
 1.85600000e-06  3.13122459e-01 
 2.05600000e-06  3.18394861e-01 
 2.25600000e-06  3.22291854e-01 
 2.45600000e-06  3.25172240e-01 
 2.65600000e-06  3.27301221e-01 
 2.85600000e-06  3.28874815e-01 
 3.05600000e-06  3.30037907e-01 
 3.25600000e-06  3.30897583e-01 
 3.45600000e-06  3.31532996e-01 
 3.65600000e-06  3.32002650e-01 
 3.85600000e-06  3.32349784e-01 
 4.05600000e-06  3.32606362e-01 
 4.25600000e-06  3.32796007e-01 
 4.45600000e-06  3.32936179e-01 
 4.65600000e-06  3.33039785e-01 
 4.85600000e-06  3.33116362e-01 
 5.05600000e-06  3.33172964e-01 
 5.25600000e-06  3.33214799e-01 
 5.45600000e-06  3.33245721e-01 
 5.65600000e-06  3.33268576e-01 
 5.85600000e-06  3.33285470e-01 
 6.05600000e-06  3.33297956e-01 
 6.25600000e-06  3.33307185e-01 
 6.45600000e-06  3.33314006e-01 
 6.65600000e-06  3.33319048e-01 
 6.85600000e-06  3.33322775e-01 
 7.05600000e-06  3.33325529e-01 
 7.25600000e-06  3.33327565e-01 
 7.45600000e-06  3.33329070e-01 
 7.65600000e-06  3.33330182e-01 
 7.85600000e-06  3.33331004e-01 
 8.05600000e-06  3.33331612e-01 
 8.25600000e-06  3.33332061e-01 
 8.45600000e-06  3.33332393e-01 
 8.65600000e-06  3.33332638e-01 
 8.85600000e-06  3.33332819e-01 
 9.05600000e-06  3.33332954e-01 
 9.25600000e-06  3.33333053e-01 
 9.45600000e-06  3.33333126e-01 
 9.65600000e-06  3.33333180e-01 
 9.85600000e-06  3.33333220e-01 
 1.00000000e-05  3.33333242e-01 
